i,x,Q,c,direction x,direction y,||direction||,alpha,"f(x,y)"
934,[-3.42419722 16.50277171],"[[20  5]
 [ 5  2]]",[14 16],0.030126400791425922,-0.1162615774301532,0.12010143384320245,0.01,-99.05657121165466
935,[-3.42449636 16.50392614],"[[20  5]
 [ 5  2]]",[14 16],0.029914199504656125,-0.11544266592111896,0.11925547554296805,0.01,-99.05671292946634
936,[-3.4247934  16.50507243],"[[20  5]
 [ 5  2]]",[14 16],0.029703492899789907,-0.11462952257792658,0.11841547591802032,0.01,-99.05685265787409
937,[-3.42508834 16.50621066],"[[20  5]
 [ 5  2]]",[14 16],0.02949427044873687,-0.11382210677135518,0.11758139299724686,0.01,-99.05699042480468
938,[-3.4253812  16.50734086],"[[20  5]
 [ 5  2]]",[14 16],0.029286521697549972,-0.11302037815836563,0.11675318510516548,0.01,-99.05712625779296
939,[-3.42567201 16.5084631 ],"[[20  5]
 [ 5  2]]",[14 16],0.029080236265983217,-0.11222429668007194,0.11593081085984955,0.01,-99.05726018398713
940,[-3.42596076 16.50957744],"[[20  5]
 [ 5  2]]",[14 16],0.028875403846788217,-0.11143382255976952,0.11511422917084278,0.01,-99.05739223015438
941,[-3.42624748 16.51068393],"[[20  5]
 [ 5  2]]",[14 16],0.02867201420541221,-0.11064891630091367,0.11430339923712661,0.01,-99.05752242268613
942,[-3.42653218 16.51178262],"[[20  5]
 [ 5  2]]",[14 16],0.02847005717938167,-0.10986953868516203,0.11349828054507072,0.01,-99.05765078760334
943,[-3.42681488 16.51287358],"[[20  5]
 [ 5  2]]",[14 16],0.028269522677771164,-0.10909565077042771,0.11269883286641501,0.01,-99.05777735056157
944,[-3.42709558 16.51395685],"[[20  5]
 [ 5  2]]",[14 16],0.028070400680721974,-0.10832721388891287,0.11190501625624542,0.01,-99.05790213685648
945,[-3.42737431 16.5150325 ],"[[20  5]
 [ 5  2]]",[14 16],0.027872681239033525,-0.10756418964517067,0.11111679105101538,0.01,-99.05802517142833
946,[-3.42765107 16.51610056],"[[20  5]
 [ 5  2]]",[14 16],0.027676354473483045,-0.10680653991421707,0.11033411786654719,0.01,-99.05814647886751
947,[-3.42792588 16.5171611 ],"[[20  5]
 [ 5  2]]",[14 16],0.027481410574491605,-0.10605422683960697,0.10955695759608601,0.01,-99.05826608341911
948,[-3.42819876 16.51821418],"[[20  5]
 [ 5  2]]",[14 16],0.02728783980156635,-0.10530721283154243,0.10878527140832864,0.01,-99.05838400898796
949,[-3.42846972 16.51925983],"[[20  5]
 [ 5  2]]",[14 16],0.027095632482829757,-0.1045654605649915,0.10801902074548432,0.01,-99.05850027914317
950,[-3.42873877 16.52029812],"[[20  5]
 [ 5  2]]",[14 16],0.026904779014516933,-0.10382893297783014,0.10725816732135009,0.01,-99.05861491712315
951,[-3.42900592 16.52132909],"[[20  5]
 [ 5  2]]",[14 16],0.026715269860510205,-0.10309759326900014,0.1065026731194108,0.01,-99.05872794583993
952,[-3.42927119 16.52235281],"[[20  5]
 [ 5  2]]",[14 16],0.026527095551863056,-0.10237140489664576,0.10575250039091585,0.01,-99.05883938788412
953,[-3.42953459 16.52336931],"[[20  5]
 [ 5  2]]",[14 16],0.02634024668632229,-0.1016503315763071,0.1050076116530106,0.01,-99.05894926552895
954,[-3.42979614 16.52437866],"[[20  5]
 [ 5  2]]",[14 16],0.02615471392786617,-0.10093433727909584,0.10426796968685442,0.01,-99.05905760073526
955,[-3.43005584 16.52538089],"[[20  5]
 [ 5  2]]",[14 16],0.025970488006247905,-0.10022338622991,0.10353353753577814,0.01,-99.05916441515535
956,[-3.43031372 16.52637606],"[[20  5]
 [ 5  2]]",[14 16],0.025787559716484054,-0.09951744290562736,0.10280427850340682,0.01,-99.05926973013774
957,[-3.43056978 16.52736423],"[[20  5]
 [ 5  2]]",[14 16],0.025605919918465503,-0.09881647203333799,0.10208015615185126,0.01,-99.05937356673124
958,[-3.43082403 16.52834543],"[[20  5]
 [ 5  2]]",[14 16],0.02542555953644765,-0.09812043858859454,0.10136113429988634,0.01,-99.0594759456891
959,[-3.4310765  16.52931973],"[[20  5]
 [ 5  2]]",[14 16],0.025246469558588558,-0.09742930779364123,0.10064717702112076,0.01,-99.05957688747334
960,[-3.43132719 16.53028716],"[[20  5]
 [ 5  2]]",[14 16],0.02506864103657236,-0.09674304511569431,0.09993824864223799,0.01,-99.05967641225865
961,[-3.43157611 16.53124777],"[[20  5]
 [ 5  2]]",[14 16],0.024892065085046156,-0.09606161626520482,0.0992343137411734,0.01,-99.05977453993656
962,[-3.43182327 16.53220162],"[[20  5]
 [ 5  2]]",[14 16],0.02471673288128784,-0.095384987194155,0.09853533714538176,0.01,-99.0598712901194
963,[-3.4320687  16.53314875],"[[20  5]
 [ 5  2]]",[14 16],0.024542635664740686,-0.09471312409433708,0.09784128393005427,0.01,-99.05996668214414
964,[-3.4323124  16.53408921],"[[20  5]
 [ 5  2]]",[14 16],0.02436976473650887,-0.0940459933956923,0.09715211941638428,0.01,-99.06006073507622
965,[-3.43255438 16.53502305],"[[20  5]
 [ 5  2]]",[14 16],0.024198111458996863,-0.09338356176460039,0.09646780916982084,0.01,-99.06015346771366
966,[-3.43279466 16.53595031],"[[20  5]
 [ 5  2]]",[14 16],0.02402766725541916,-0.09272579610226295,0.09578831899838093,0.01,-99.06024489859038
967,[-3.43303324 16.53687103],"[[20  5]
 [ 5  2]]",[14 16],0.023858423609459223,-0.09207266354298405,0.09511361495089934,0.01,-99.06033504598025
968,[-3.43327014 16.53778528],"[[20  5]
 [ 5  2]]",[14 16],0.023690372064708143,-0.09142413145260164,0.0944436633153696,0.01,-99.0604239279006
969,[-3.43350538 16.53869308],"[[20  5]
 [ 5  2]]",[14 16],0.02352350422439109,-0.09078016742678408,0.09377843061722613,0.01,-99.06051156211575
970,[-3.43373896 16.53959448],"[[20  5]
 [ 5  2]]",[14 16],0.023357811750837953,-0.09014073928947042,0.09311788361770182,0.01,-99.06059796614085
971,[-3.43397089 16.54048954],"[[20  5]
 [ 5  2]]",[14 16],0.023193286365156496,-0.08950581509122202,0.09246198931215022,0.01,-99.06068315724488
972,[-3.43420119 16.5413783 ],"[[20  5]
 [ 5  2]]",[14 16],0.02302991984669589,-0.08887536310765398,0.09181071492839264,0.01,-99.06076715245466
973,[-3.43442987 16.54226079],"[[20  5]
 [ 5  2]]",[14 16],0.022867704032737635,-0.08824935183783467,0.09116402792509125,0.01,-99.06084996855783
974,[-3.43465693 16.54313707],"[[20  5]
 [ 5  2]]",[14 16],0.02270663081808344,-0.08762775000271184,0.0905218959901222,0.01,-99.06093162210652
975,[-3.4348824  16.54400717],"[[20  5]
 [ 5  2]]",[14 16],0.022546692154596926,-0.08701052654356367,0.08988428703896116,0.01,-99.06101212942038
976,[-3.43510628 16.54487115],"[[20  5]
 [ 5  2]]",[14 16],0.02238788005085368,-0.08639765062042315,0.08925116921307034,0.01,-99.06109150658997
977,[-3.43532858 16.54572904],"[[20  5]
 [ 5  2]]",[14 16],0.022230186571706056,-0.08578909161056103,0.08862251087832082,0.01,-99.06116976948007
978,[-3.43554932 16.54658089],"[[20  5]
 [ 5  2]]",[14 16],0.022073603837890587,-0.08518481910693687,0.08799828062339454,0.01,-99.06124693373265
979,[-3.4357685  16.54742674],"[[20  5]
 [ 5  2]]",[14 16],0.021918124025649632,-0.08458480291669446,0.08737844725823297,0.01,-99.06132301477015
980,[-3.43598613 16.54826663],"[[20  5]
 [ 5  2]]",[14 16],0.021763739366365442,-0.08398901305963946,0.0867629798124717,0.01,-99.0613980277985
981,[-3.43620224 16.5491006 ],"[[20  5]
 [ 5  2]]",[14 16],0.021610442146066333,-0.08339741976676507,0.08615184753388924,0.01,-99.06147198781022
982,[-3.43641682 16.5499287 ],"[[20  5]
 [ 5  2]]",[14 16],0.021458224705185103,-0.08280999347873319,0.08554501988687623,0.01,-99.06154490958733
983,[-3.43662989 16.55075097],"[[20  5]
 [ 5  2]]",[14 16],0.02130707943808119,-0.0822267048444214,0.08494246655090901,0.01,-99.0616168077043
984,[-3.43684146 16.55156744],"[[20  5]
 [ 5  2]]",[14 16],0.021156998792697834,-0.08164752471943437,0.0843441574190226,0.01,-99.06168769653107
985,[-3.43705154 16.55237817],"[[20  5]
 [ 5  2]]",[14 16],0.021007975270132206,-0.08107242416467919,0.08375006259632374,0.01,-99.06175759023583
986,[-3.43726014 16.55318318],"[[20  5]
 [ 5  2]]",[14 16],0.02086000142433342,-0.08050137444489458,0.08316015239849142,0.01,-99.06182650278791
987,[-3.43746727 16.55398252],"[[20  5]
 [ 5  2]]",[14 16],0.02071306986172239,-0.07993434702721025,0.0825743973502869,0.01,-99.0618944479605
988,[-3.43767294 16.55477624],"[[20  5]
 [ 5  2]]",[14 16],0.020567173240745973,-0.07937131357974891,0.0819927681840886,0.01,-99.06196143933349
989,[-3.43787717 16.55556436],"[[20  5]
 [ 5  2]]",[14 16],0.020422304271589198,-0.07881224597018743,0.08141523583842705,0.01,-99.06202749029603
990,[-3.43807995 16.55634693],"[[20  5]
 [ 5  2]]",[14 16],0.020278455715777355,-0.07825711626436238,0.08084177145653523,0.01,-99.0620926140495
991,[-3.43828131 16.55712399],"[[20  5]
 [ 5  2]]",[14 16],0.020135620385863362,-0.07770589672485961,0.08027234638490484,0.01,-99.06215682360983
992,[-3.43848125 16.55789558],"[[20  5]
 [ 5  2]]",[14 16],0.019993791144930384,-0.07715855980965713,0.07970693217184772,0.01,-99.06222013181022
993,[-3.43867978 16.55866173],"[[20  5]
 [ 5  2]]",[14 16],0.01985296090642663,-0.07661507817070579,0.07914550056608058,0.01,-99.06228255130381
994,[-3.43887691 16.55942248],"[[20  5]
 [ 5  2]]",[14 16],0.019713122633685742,-0.07607542465261119,0.07858802351532869,0.01,-99.06234409456609
995,[-3.43907265 16.56017788],"[[20  5]
 [ 5  2]]",[14 16],0.01957426933957329,-0.07553957229124819,0.07803447316489598,0.01,-99.06240477389736
996,[-3.43926701 16.56092795],"[[20  5]
 [ 5  2]]",[14 16],0.019436394086209674,-0.07500749431240195,0.07748482185628007,0.01,-99.0624646014253
997,[-3.43946001 16.56167274],"[[20  5]
 [ 5  2]]",[14 16],0.01929948998459352,-0.07447916413046585,0.07693904212581734,0.01,-99.0625235891074
998,[-3.43965164 16.56241229],"[[20  5]
 [ 5  2]]",[14 16],0.019163550194212675,-0.07395455534708084,0.07639710670326823,0.01,-99.06258174873314
999,[-3.43984193 16.56314662],"[[20  5]
 [ 5  2]]",[14 16],0.019028567922728,-0.07343364174984757,0.07585898851049115,0.01,-99.06263909192666
1000,[-3.44003087 16.56387579],"[[20  5]
 [ 5  2]]",[14 16],0.01889453642566785,-0.07291639731098876,0.07532466066007107,0.01,-99.06269563014885
1001,[-3.44021849 16.56459982],"[[20  5]
 [ 5  2]]",[14 16],0.018761449006072795,-0.07240279618605605,0.07479409645397853,0.01,-99.06275137469972
1002,[-3.44040478 16.56531874],"[[20  5]
 [ 5  2]]",[14 16],0.01862929901417587,-0.07189281271263326,0.07426726938223417,0.01,-99.06280633672067
1003,[-3.44058976 16.56603261],"[[20  5]
 [ 5  2]]",[14 16],0.018498079846981597,-0.07138642140908757,0.07374415312159428,0.01,-99.06286052719665
1004,[-3.44077344 16.56674145],"[[20  5]
 [ 5  2]]",[14 16],0.018367784948040367,-0.0708835969732533,0.07322472153422001,0.01,-99.06291395695845
1005,[-3.44095582 16.56744529],"[[20  5]
 [ 5  2]]",[14 16],0.018238407807093182,-0.07038431428119196,0.07270894866638797,0.01,-99.06296663668486
1006,[-3.44113692 16.56814417],"[[20  5]
 [ 5  2]]",[14 16],0.01810994195974125,-0.0698885483859204,0.07219680874717617,0.01,-99.06301857690465
1007,[-3.44131675 16.56883814],"[[20  5]
 [ 5  2]]",[14 16],0.017982380987090707,-0.0693962745161869,0.07168827618719015,0.01,-99.0630697879989
1008,[-3.44149531 16.56952721],"[[20  5]
 [ 5  2]]",[14 16],0.017855718515477292,-0.06890746807522063,0.07118332557728325,0.01,-99.06312028020287
1009,[-3.4416726  16.57021143],"[[20  5]
 [ 5  2]]",[14 16],0.017729948216143043,-0.06842210463948817,0.07068193168727198,0.01,-99.0631700636082
1010,[-3.44184866 16.57089083],"[[20  5]
 [ 5  2]]",[14 16],0.01760506380488991,-0.06794015995750513,0.07018406946469853,0.01,-99.0632191481649
1011,[-3.44202347 16.57156545],"[[20  5]
 [ 5  2]]",[14 16],0.017481059041799085,-0.06746160994859807,0.06968971403356201,0.01,-99.06326754368321
1012,[-3.44219705 16.57223531],"[[20  5]
 [ 5  2]]",[14 16],0.017357927730854428,-0.06698643070171784,0.06919884069307528,0.01,-99.06331525983572
1013,[-3.4423694  16.57290046],"[[20  5]
 [ 5  2]]",[14 16],0.017235663719766592,-0.06651459847422636,0.06871142491644627,0.01,-99.0633623061592
1014,[-3.44254054 16.57356092],"[[20  5]
 [ 5  2]]",[14 16],0.01711426089954493,-0.066046089690726,0.06822744234963755,0.01,-99.06340869205656
1015,[-3.44271048 16.57421673],"[[20  5]
 [ 5  2]]",[14 16],0.016993713204167094,-0.06558088094189252,0.06774686881015361,0.01,-99.06345442679876
1016,[-3.44287922 16.57486792],"[[20  5]
 [ 5  2]]",[14 16],0.01687401461042093,-0.06511894898326176,0.06726968028582674,0.01,-99.06349951952652
1017,[-3.44304677 16.57551452],"[[20  5]
 [ 5  2]]",[14 16],0.016755159137495923,-0.06466027073411773,0.06679585293363814,0.01,-99.06354397925236
1018,[-3.44321314 16.57615657],"[[20  5]
 [ 5  2]]",[14 16],0.01663714084670964,-0.0642048232763095,0.06632536307850405,0.01,-99.0635878148622
1019,[-3.44337834 16.5767941 ],"[[20  5]
 [ 5  2]]",[14 16],0.016519953841179102,-0.06375258385311966,0.06585818721209795,0.01,-99.06363103511721
1020,[-3.44354238 16.57742713],"[[20  5]
 [ 5  2]]",[14 16],0.016403592265591627,-0.0633035298681186,0.06539430199168396,0.01,-99.06367364865568
1021,[-3.44370526 16.57805571],"[[20  5]
 [ 5  2]]",[14 16],0.01628805030587266,-0.0628576388840365,0.06493368423894162,0.01,-99.0637156639945
1022,[-3.44386699 16.57867986],"[[20  5]
 [ 5  2]]",[14 16],0.016173322188908656,-0.06241488862164957,0.06447631093881818,0.01,-99.0637570895311
1023,[-3.44402759 16.57929961],"[[20  5]
 [ 5  2]]",[14 16],0.01605940218220958,-0.06197525695866091,0.06402215923836063,0.01,-99.06379793354498
1024,[-3.44418705 16.579915  ],"[[20  5]
 [ 5  2]]",[14 16],0.01594628459370817,-0.06153872192859566,0.06357120644559576,0.01,-99.06383820419944
1025,[-3.44434539 16.58052605],"[[20  5]
 [ 5  2]]",[14 16],0.01583396377139934,-0.06110526171970676,0.06312343002838049,0.01,-99.06387790954314
1026,[-3.44450261 16.5811328 ],"[[20  5]
 [ 5  2]]",[14 16],0.015722434103105698,-0.0606748546738789,0.06267880761328205,0.01,-99.06391705751184
1027,[-3.44465873 16.58173527],"[[20  5]
 [ 5  2]]",[14 16],0.01561169001618623,-0.06024747928555385,0.06223731698446463,0.01,-99.06395565592985
1028,[-3.44481375 16.5823335 ],"[[20  5]
 [ 5  2]]",[14 16],0.01550172597722721,-0.05982311420065045,0.06179893608256623,0.01,-99.0639937125116
1029,[-3.44496767 16.58292752],"[[20  5]
 [ 5  2]]",[14 16],0.015392536491818376,-0.05940173821549877,0.06136364300361092,0.01,-99.06403123486332
1030,[-3.44512052 16.58351735],"[[20  5]
 [ 5  2]]",[14 16],0.015284116104234968,-0.058983330275777845,0.060931415997900674,0.01,-99.06406823048437
1031,[-3.44527228 16.58410303],"[[20  5]
 [ 5  2]]",[14 16],0.015176459397171271,-0.058567869475474765,0.06050223346894094,0.01,-99.06410470676892
1032,[-3.44542298 16.58468459],"[[20  5]
 [ 5  2]]",[14 16],0.015069560991513242,-0.05815533505582415,0.06007607397235697,0.01,-99.06414067100728
1033,[-3.44557261 16.58526204],"[[20  5]
 [ 5  2]]",[14 16],0.014963415545995673,-0.05774570640428678,0.05965291621481914,0.01,-99.06417613038745
1034,[-3.44572119 16.58583543],"[[20  5]
 [ 5  2]]",[14 16],0.014858017757006792,-0.057338963053499725,0.05923273905297759,0.01,-99.0642110919965
1035,[-3.44586872 16.58640478],"[[20  5]
 [ 5  2]]",[14 16],0.014753362358288058,-0.05693508468027986,0.0588155214924223,0.01,-99.06424556282208
1036,[-3.44601522 16.58697012],"[[20  5]
 [ 5  2]]",[14 16],0.014649444120646393,-0.0565340511045882,0.0584012426866084,0.01,-99.06427954975364
1037,[-3.44616068 16.58753148],"[[20  5]
 [ 5  2]]",[14 16],0.01454625785172503,-0.056135842288531634,0.057989881935832294,0.01,-99.06431305958405
1038,[-3.44630512 16.58808889],"[[20  5]
 [ 5  2]]",[14 16],0.014443798395809893,-0.05574043833534681,0.05758141868619946,0.01,-99.06434609901066
1039,[-3.44644854 16.58864237],"[[20  5]
 [ 5  2]]",[14 16],0.014342060633421028,-0.055347819488428485,0.05717583252858142,0.01,-99.06437867463703
1040,[-3.44659095 16.58919194],"[[20  5]
 [ 5  2]]",[14 16],0.014241039481163398,-0.054957966130331215,0.05677310319761188,0.01,-99.06441079297379
1041,[-3.44673236 16.58973765],"[[20  5]
 [ 5  2]]",[14 16],0.014140729891451542,-0.05457085878178347,0.05637321057066331,0.01,-99.06444246044026
1042,[-3.44687277 16.59027952],"[[20  5]
 [ 5  2]]",[14 16],0.014041126852246677,-0.05418647810071775,0.05597613466684215,0.01,-99.0644736833657
1043,[-3.44701219 16.59081757],"[[20  5]
 [ 5  2]]",[14 16],0.013942225386836427,-0.053804804881318447,0.05558185564601181,0.01,-99.06450446799049
1044,[-3.44715063 16.59135182],"[[20  5]
 [ 5  2]]",[14 16],0.013844020553536396,-0.053425820053032425,0.0551903538077601,0.01,-99.06453482046734
1045,[-3.4472881  16.59188232],"[[20  5]
 [ 5  2]]",[14 16],0.01374650744548589,-0.05304950467964531,0.054801609590453715,0.01,-99.06456474686271
1046,[-3.44742459 16.59240908],"[[20  5]
 [ 5  2]]",[14 16],0.013649681190358365,-0.05267583995832936,0.054415603570244,0.01,-99.06459425315785
1047,[-3.44756013 16.59293213],"[[20  5]
 [ 5  2]]",[14 16],0.013553536950210443,-0.05230480721867892,0.0540323164600953,0.01,-99.06462334524997
1048,[-3.44769471 16.59345149],"[[20  5]
 [ 5  2]]",[14 16],0.013458069921089333,-0.051936387921820426,0.05365172910882504,0.01,-99.06465202895365
1049,[-3.44782834 16.5939672 ],"[[20  5]
 [ 5  2]]",[14 16],0.013363275332958224,-0.05157056365944079,0.053273822500144334,0.01,-99.06468031000168
1050,[-3.44796103 16.59447927],"[[20  5]
 [ 5  2]]",[14 16],0.01326914844934457,-0.051207316152899196,0.05289857775171006,0.01,-99.06470819404646
1051,[-3.44809279 16.59498774],"[[20  5]
 [ 5  2]]",[14 16],0.013175684567128698,-0.050846627252305154,0.05252597611417931,0.01,-99.06473568666107
1052,[-3.44822362 16.59549262],"[[20  5]
 [ 5  2]]",[14 16],0.013082879016325322,-0.05048847893561259,0.05215599897027764,0.01,-99.06476279334032
1053,[-3.44835353 16.59599395],"[[20  5]
 [ 5  2]]",[14 16],0.012990727159843729,-0.05013285330771211,0.05178862783386023,0.01,-99.06478951950189
1054,[-3.44848252 16.59649175],"[[20  5]
 [ 5  2]]",[14 16],0.012899224393267517,-0.04977973259955348,0.05142384434900716,0.01,-99.06481587048737
1055,[-3.4486106  16.59698604],"[[20  5]
 [ 5  2]]",[14 16],0.012808366144588135,-0.04942909916722549,0.05106163028906581,0.01,-99.06484185156341
1056,[-3.44873778 16.59747685],"[[20  5]
 [ 5  2]]",[14 16],0.0127181478740237,-0.04908093549111214,0.05070196755578865,0.01,-99.06486746792271
1057,[-3.44886407 16.5979642 ],"[[20  5]
 [ 5  2]]",[14 16],0.012628565073782738,-0.04873522417499032,0.050344838178400436,0.01,-99.06489272468515
1058,[-3.44898947 16.59844812],"[[20  5]
 [ 5  2]]",[14 16],0.012539613267763983,-0.0483919479451842,0.049990224312704376,0.01,-99.06491762689862
1059,[-3.44911398 16.59892863],"[[20  5]
 [ 5  2]]",[14 16],0.012451288011478212,-0.04805108964966465,0.04963810824019072,0.01,-99.0649421795402
1060,[-3.44923761 16.59940576],"[[20  5]
 [ 5  2]]",[14 16],0.012363584891668111,-0.04771263225724276,0.049288472367160725,0.01,-99.0649663875171
1061,[-3.44936038 16.59987952],"[[20  5]
 [ 5  2]]",[14 16],0.012276499526205242,-0.04737655885667991,0.048941299223839295,0.01,-99.06499025566771
1062,[-3.44948228 16.60034995],"[[20  5]
 [ 5  2]]",[14 16],0.012190027563796946,-0.04704285265585817,0.04859657146349844,0.01,-99.06501378876234
1063,[-3.44960332 16.60081706],"[[20  5]
 [ 5  2]]",[14 16],0.012104164683822916,-0.04671149698093302,0.04825427186159605,0.01,-99.06503699150447
1064,[-3.44972351 16.60128089],"[[20  5]
 [ 5  2]]",[14 16],0.012018906596104273,-0.04638247527550554,0.04791438331491663,0.01,-99.06505986853159
1065,[-3.44984285 16.60174145],"[[20  5]
 [ 5  2]]",[14 16],0.01193424904066731,-0.04605577109979819,0.0475768888407142,0.01,-99.0650824244159
1066,[-3.44996135 16.60219876],"[[20  5]
 [ 5  2]]",[14 16],0.011850187787523225,-0.04573136812983414,0.04724177157586255,0.01,-99.06510466366561
1067,[-3.45007902 16.60265285],"[[20  5]
 [ 5  2]]",[14 16],0.011766718636506468,-0.04540925015661301,0.046909014776016854,0.01,-99.06512659072554
1068,[-3.45019586 16.60310375],"[[20  5]
 [ 5  2]]",[14 16],0.011683837417040266,-0.045089401085306235,0.046578601814775904,0.01,-99.06514820997813
1069,[-3.45031188 16.60355146],"[[20  5]
 [ 5  2]]",[14 16],0.011601539987902143,-0.04477180493445054,0.04625051618284257,0.01,-99.0651695257444
1070,[-3.45042707 16.60399603],"[[20  5]
 [ 5  2]]",[14 16],0.011519822237042732,-0.04445644583515751,0.045924741487213164,0.01,-99.06519054228454
